RetailStore,CustomerID,TransactionID,Transaction Time,ProductID,Cost
1,1012,1ID10087,3/1/2011 16:14,20,199.75
2,1036,2ID10088,3/1/2011 19:25,32,31.25
2,1036,2ID10088,3/1/2011 19:25,21,147.25
2,1036,2ID10088,3/1/2011 19:25,26,197.25
2,1036,2ID10088,3/1/2011 19:25,26,197.25
2,1036,2ID10088,3/1/2011 19:25,13,216
2,1037,2ID10089,3/1/2011 20:17,33,197.25
2,1038,2ID10090,4/1/2011 11:01,5,266
2,1038,2ID10090,4/1/2011 11:01,4,197.25
2,1038,2ID10090,4/1/2011 11:01,27,147.25
2,1038,2ID10090,4/1/2011 11:01,15,159.75
2,1038,2ID10090,4/1/2011 11:01,24,159.75
2,1039,2ID10091,4/1/2011 11:27,34,223.25
3,1040,3ID10092,4/1/2011 12:02,1,142.25
3,1040,3ID10092,4/1/2011 12:02,14,192.25
3,1040,3ID10092,4/1/2011 12:02,18,142.25
3,1040,3ID10092,4/1/2011 12:02,11,147.25
1,1041,1ID10093,4/1/2011 11:15,15,197
1,1042,1ID10094,4/1/2011 11:29,15,197
1,1042,1ID10094,4/1/2011 11:29,1,202
1,1043,1ID10095,4/1/2011 11:30,9,197
1,1043,1ID10095,4/1/2011 11:30,25,247
3,1044,3ID10096,4/1/2011 12:56,35,206
1,1012,1ID10097,4/1/2011 13:17,26,194.75
1,1012,1ID10097,4/1/2011 13:17,25,189.75
1,1045,1ID10098,4/1/2011 15:09,36,97.25
1,1045,1ID10098,4/1/2011 15:09,6,139.75
1,1045,1ID10098,4/1/2011 15:09,19,97.25
1,1045,1ID10098,4/1/2011 15:09,37,144.75
2,1046,2ID10099,4/1/2011 19:35,2,109.75
2,1046,2ID10099,4/1/2011 19:35,26,216
2,1046,2ID10099,4/1/2011 19:35,26,216
2,1007,2ID10100,4/1/2011 20:26,5,216
1,1047,1ID10101,4/1/2011 18:40,7,189.75
1,1047,1ID10101,4/1/2011 18:40,28,189.75
1,1047,1ID10101,4/1/2011 18:40,28,189.75
2,1048,2ID10102,5/1/2011 10:40,25,197.25
2,1048,2ID10102,5/1/2011 10:40,3,47.25
3,1049,3ID10103,5/1/2011 10:04,6,192
3,1049,3ID10103,5/1/2011 10:04,6,192
2,1050,2ID10104,5/1/2011 11:19,7,197.25
1,1051,1ID10105,5/1/2011 9:49,1,208.25
1,1051,1ID10105,5/1/2011 9:49,1,202
1,1052,1ID10106,5/1/2011 10:01,9,197
1,1052,1ID10106,5/1/2011 10:01,9,139.75
3,1053,3ID10107,5/1/2011 11:37,15,192
3,1053,3ID10107,5/1/2011 11:37,3,44.75
3,1053,3ID10107,5/1/2011 11:37,21,142.25
3,1053,3ID10107,5/1/2011 11:37,21,142.25
3,1053,3ID10107,5/1/2011 11:37,21,142.25
3,1054,3ID10108,5/1/2011 11:53,25,287.25
3,1054,3ID10108,5/1/2011 11:53,25,187.25
3,1054,3ID10108,5/1/2011 11:53,38,137.25
3,1054,3ID10108,5/1/2011 11:53,9,192
3,1055,3ID10109,5/1/2011 12:13,5,197.25
3,1056,3ID10110,5/1/2011 12:26,8,192
1,1057,1ID10111,5/1/2011 12:38,1,144.75
1,1013,1ID10112,5/1/2011 12:43,21,142.25
3,1058,3ID10113,5/1/2011 15:05,6,192
3,1058,3ID10113,5/1/2011 15:05,18,197
3,1058,3ID10113,5/1/2011 15:05,20,197.25
3,1058,3ID10113,5/1/2011 15:05,33,247
3,1058,3ID10113,5/1/2011 15:05,30,210.75
3,1058,3ID10113,5/1/2011 15:05,38,192
3,1058,3ID10113,5/1/2011 15:05,13,242
3,1059,3ID10114,5/1/2011 16:03,27,147.25
3,1059,3ID10114,5/1/2011 16:03,37,142.25
1,1012,1ID10115,5/1/2011 17:11,20,199.75
1,1012,1ID10115,5/1/2011 17:11,20,199.75
2,1060,2ID10116,5/1/2011 19:14,9,210.75
2,1060,2ID10116,5/1/2011 19:14,26,216
2,1061,2ID10117,5/1/2011 21:01,20,197.25
2,1061,2ID10117,5/1/2011 21:01,5,197.25
2,1061,2ID10117,5/1/2011 21:01,14,197.25
1,1062,1ID10118,5/1/2011 19:30,39,203.25
1,1062,1ID10118,5/1/2011 19:30,16,189.75
3,1063,3ID10119,6/1/2011 9:03,15,198.25
3,1064,3ID10120,6/1/2011 10:04,40,27.25
3,1064,3ID10120,6/1/2011 10:04,1,142.25
2,1065,2ID10121,6/1/2011 11:32,37,204.5
2,1066,2ID10122,6/1/2011 11:33,15,204.5
2,1067,2ID10123,6/1/2011 11:34,7,197.25
2,1067,2ID10123,6/1/2011 11:34,4,197.25
2,1068,2ID10124,6/1/2011 11:34,37,204.5
2,1069,2ID10125,6/1/2011 11:38,5,197.25
2,1069,2ID10125,6/1/2011 11:38,5,197.25
2,1069,2ID10125,6/1/2011 11:38,37,147.25
2,1069,2ID10125,6/1/2011 11:38,1,204.5
2,1069,2ID10125,6/1/2011 11:38,21,254.5
2,1069,2ID10125,6/1/2011 11:38,21,147.25
2,1070,2ID10126,6/1/2011 11:54,5,197.25
2,1070,2ID10126,6/1/2011 11:54,5,292
2,1071,2ID10127,6/1/2011 11:59,20,316
2,1072,2ID10128,6/1/2011 12:01,5,197.25
2,1073,2ID10129,6/1/2011 12:09,13,360.75
3,1074,3ID10130,6/1/2011 11:11,40,27.25
3,1074,3ID10130,6/1/2011 11:11,20,197.25
2,1002,2ID10131,6/1/2011 12:13,20,197.25
2,1002,2ID10131,6/1/2011 12:13,22,27.25
2,1002,2ID10131,6/1/2011 12:13,2,97.25
2,1002,2ID10131,6/1/2011 12:13,3,47.25
2,1075,2ID10132,6/1/2011 12:14,1,204.5
2,1075,2ID10132,6/1/2011 12:14,11,204.5
3,1076,3ID10133,6/1/2011 11:49,1,197
3,1076,3ID10133,6/1/2011 11:49,27,202
1,1077,1ID10134,6/1/2011 10:53,20,257
1,1078,1ID10135,6/1/2011 10:55,34,139.75
2,1079,2ID10136,6/1/2011 13:13,34,147.25
1,1080,1ID10137,6/1/2011 11:21,9,197
2,1081,2ID10138,6/1/2011 13:30,11,204.5
3,1082,3ID10139,6/1/2011 12:57,39,137.25
1,1083,1ID10140,6/1/2011 12:01,40,27.25
1,1083,1ID10140,6/1/2011 12:01,11,149.75
1,1083,1ID10140,6/1/2011 12:01,11,149.75
1,1083,1ID10140,6/1/2011 12:01,23,139.75
1,1083,1ID10140,6/1/2011 12:01,9,139.75
1,1084,1ID10141,6/1/2011 12:23,34,139.75
1,1084,1ID10141,6/1/2011 12:23,8,139.75
1,1084,1ID10141,6/1/2011 12:23,40,27.25
2,1085,2ID10142,6/1/2011 14:26,24,147.25
2,1085,2ID10142,6/1/2011 14:26,8,147.25
2,1085,2ID10142,6/1/2011 14:26,8,204.5
1,1086,1ID10143,6/1/2011 12:30,1,202
3,1087,3ID10144,6/1/2011 13:37,37,192.25
3,1088,3ID10145,6/1/2011 14:06,32,31.25
3,1088,3ID10145,6/1/2011 14:06,33,192.25
3,1088,3ID10145,6/1/2011 14:06,26,192.25
1,1089,1ID10146,6/1/2011 13:18,1,144.75
3,1090,3ID10147,6/1/2011 14:52,22,27.25
3,1090,3ID10147,6/1/2011 14:52,18,142.25
3,1090,3ID10147,6/1/2011 14:52,18,142.25
3,1090,3ID10147,6/1/2011 14:52,2,87.25
3,1090,3ID10147,6/1/2011 14:52,21,142.25
2,1091,2ID10148,6/1/2011 18:37,26,316
1,1012,1ID10149,6/1/2011 17:09,20,199.75
1,1012,1ID10149,6/1/2011 17:09,20,199.75
2,1092,2ID10150,6/1/2011 20:46,7,254.5
2,1092,2ID10150,6/1/2011 20:46,8,204.5
2,1093,2ID10151,7/1/2011 11:13,7,197.25
2,1093,2ID10151,7/1/2011 11:13,4,197.25
2,1094,2ID10152,7/1/2011 13:17,23,147.25
2,1094,2ID10152,7/1/2011 13:17,12,106
1,1095,1ID10153,7/1/2011 11:23,18,208.25
1,1096,1ID10154,7/1/2011 12:15,26,270.75
1,1096,1ID10154,7/1/2011 12:15,15,197
2,1097,2ID10155,7/1/2011 16:36,11,166
2,1098,2ID10156,7/1/2011 17:39,7,260.75
2,1098,2ID10156,7/1/2011 17:39,25,197.25
2,1099,2ID10157,7/1/2011 18:00,37,204.5
2,1099,2ID10157,7/1/2011 18:00,37,204.5
2,1100,2ID10158,7/1/2011 18:37,33,254.5
1,1012,1ID10159,7/1/2011 17:01,20,199.75
1,1012,1ID10159,7/1/2011 17:01,20,199.75
1,1101,1ID10160,7/1/2011 17:06,32,31.25
1,1101,1ID10160,7/1/2011 17:06,27,149.75
1,1101,1ID10160,7/1/2011 17:06,8,139.75
1,1101,1ID10160,7/1/2011 17:06,40,27.25
1,1101,1ID10160,7/1/2011 17:06,1,144.75
3,1102,3ID10161,8/1/2011 9:20,1,142.25
3,1102,3ID10161,8/1/2011 9:20,1,142.25
3,1102,3ID10161,8/1/2011 9:20,1,142.25
2,1103,2ID10162,8/1/2011 12:05,15,147.25
2,1103,2ID10162,8/1/2011 12:05,37,204.5
2,1104,2ID10163,8/1/2011 13:18,33,197.25
2,1104,2ID10163,8/1/2011 13:18,4,197.25
2,1104,2ID10163,8/1/2011 13:18,23,147.25
2,1104,2ID10163,8/1/2011 13:18,23,147.25
2,1105,2ID10164,8/1/2011 14:32,8,217
2,1105,2ID10164,8/1/2011 14:32,19,99.75
2,1106,2ID10165,8/1/2011 15:30,7,260.75
2,1107,2ID10166,8/1/2011 15:59,31,999.75
2,1107,2ID10166,8/1/2011 15:59,31,999.75
2,1107,2ID10166,8/1/2011 15:59,40,24.75
2,1108,2ID10167,8/1/2011 17:17,4,197.25
2,1108,2ID10167,8/1/2011 17:17,7,197.25
2,1098,2ID10168,8/1/2011 17:25,18,147.25
2,1098,2ID10168,8/1/2011 17:25,7,260.75
2,1098,2ID10168,8/1/2011 17:25,25,297.25
2,1109,2ID10169,8/1/2011 18:30,24,204.5
2,1109,2ID10169,8/1/2011 18:30,8,204.5
2,1110,2ID10170,8/1/2011 19:03,2,97.25
2,1110,2ID10170,8/1/2011 19:03,41,147.25
2,1110,2ID10170,8/1/2011 19:03,25,197.25
2,1110,2ID10170,8/1/2011 19:03,25,197.25
2,1110,2ID10170,8/1/2011 19:03,23,147.25
3,1111,3ID10171,9/1/2011 10:02,18,142.25
3,1111,3ID10171,9/1/2011 10:02,6,137.25
3,1111,3ID10171,9/1/2011 10:02,6,137.25
3,1111,3ID10171,9/1/2011 10:02,9,137.25
3,1111,3ID10171,9/1/2011 10:02,9,137.25
3,1111,3ID10171,9/1/2011 10:02,32,31.25
3,1111,3ID10171,9/1/2011 10:02,32,31.25
3,1111,3ID10171,9/1/2011 10:02,38,137.25
3,1111,3ID10171,9/1/2011 10:02,40,27.25
2,1112,2ID10172,9/1/2011 11:27,6,217
2,1113,2ID10173,9/1/2011 12:02,26,197.25
2,1113,2ID10173,9/1/2011 12:02,37,147.25
2,1113,2ID10173,9/1/2011 12:02,37,147.25
2,1113,2ID10173,9/1/2011 12:02,4,197.25
3,1114,3ID10174,9/1/2011 11:15,9,137.25
3,1114,3ID10174,9/1/2011 11:15,7,187.25
3,1114,3ID10174,9/1/2011 11:15,1,142.25
3,1114,3ID10174,9/1/2011 11:15,28,187.25
3,1114,3ID10174,9/1/2011 11:15,8,137.25
3,1115,3ID10175,9/1/2011 11:36,6,192
2,1116,2ID10176,9/1/2011 12:54,20,254.5
2,1116,2ID10176,9/1/2011 12:54,7,260.75
3,1117,3ID10177,9/1/2011 12:00,1,142.25
3,1117,3ID10177,9/1/2011 12:00,18,142.25
3,1118,3ID10178,9/1/2011 12:11,4,248.25
3,1119,3ID10179,9/1/2011 12:19,18,197
3,1120,3ID10180,9/1/2011 12:19,7,187.25
3,1121,3ID10181,9/1/2011 12:39,5,197.25
2,1050,2ID10182,9/1/2011 15:38,7,197.25
1,1122,1ID10183,9/1/2011 15:55,28,239.75
1,1122,1ID10183,9/1/2011 15:55,42,197
2,1123,2ID10184,9/1/2011 19:49,9,147.25
2,1123,2ID10184,9/1/2011 19:49,7,260.75
1,1004,1ID10185,9/1/2011 20:17,34,203.25
1,1124,1ID10186,9/1/2011 20:48,7,253.25
1,1124,1ID10186,9/1/2011 20:48,33,258.25
2,1125,2ID10187,10/1/2011 11:13,14,254.5
3,1126,3ID10188,10/1/2011 11:16,37,142.25
3,1126,3ID10188,10/1/2011 11:16,40,27.25
3,1126,3ID10188,10/1/2011 11:16,41,137.25
3,1127,3ID10189,10/1/2011 12:02,26,192.25
3,1127,3ID10189,10/1/2011 12:02,26,192.25
3,1128,3ID10190,10/1/2011 12:05,9,198.25
3,1128,3ID10190,10/1/2011 12:05,22,27.25
3,1129,3ID10191,10/1/2011 12:38,5,197.25
3,1129,3ID10191,10/1/2011 12:38,7,187.25
3,1129,3ID10191,10/1/2011 12:38,22,27.25
2,1130,2ID10192,10/1/2011 13:39,31,1374.75
2,1130,2ID10192,10/1/2011 13:39,31,1374.75
2,1130,2ID10192,10/1/2011 13:39,31,1374.75
1,1131,1ID10193,10/1/2011 12:18,6,197
3,1132,3ID10194,10/1/2011 15:15,9,192
3,1132,3ID10194,10/1/2011 15:15,18,197
1,1004,1ID10195,10/1/2011 19:45,15,197
2,1133,2ID10196,11/1/2011 11:40,15,204.5
2,1133,2ID10196,11/1/2011 11:40,25,254.5
2,1133,2ID10196,11/1/2011 11:40,6,204.5
2,1133,2ID10196,11/1/2011 11:40,6,147.25
3,1074,3ID10197,11/1/2011 11:41,33,192.25
3,1134,3ID10198,11/1/2011 12:10,6,137.25
3,1134,3ID10198,11/1/2011 12:10,17,187.25
3,1135,3ID10199,11/1/2011 12:25,15,137.25
3,1135,3ID10199,11/1/2011 12:25,18,142.25
3,1136,3ID10200,11/1/2011 12:32,43,137.25
3,1136,3ID10200,11/1/2011 12:32,35,187.25
3,1136,3ID10200,11/1/2011 12:32,34,137.25
3,1121,3ID10201,11/1/2011 12:46,5,258.25
1,1035,1ID10202,11/1/2011 13:01,6,139.75
2,1137,2ID10203,11/1/2011 15:33,33,197.25
2,1138,2ID10204,11/1/2011 16:30,28,197.25
2,1138,2ID10204,11/1/2011 16:30,8,147.25
2,1138,2ID10204,11/1/2011 16:30,10,122.25
2,1094,2ID10205,11/1/2011 16:45,16,297.25
2,1094,2ID10205,11/1/2011 16:45,14,197.25
2,1094,2ID10205,11/1/2011 16:45,28,197.25
2,1139,2ID10206,11/1/2011 18:31,16,254.5
2,1139,2ID10206,11/1/2011 18:31,26,216
2,1092,2ID10207,11/1/2011 18:48,7,197.25
2,1092,2ID10207,11/1/2011 18:48,44,42.25
2,1092,2ID10207,11/1/2011 18:48,3,47.25
2,1092,2ID10207,11/1/2011 18:48,8,147.25
3,1140,3ID10208,12/1/2011 10:12,7,242
3,1140,3ID10208,12/1/2011 10:12,7,248.25
3,1140,3ID10208,12/1/2011 10:12,9,199.75
2,1067,2ID10209,12/1/2011 11:19,16,228.5
2,1067,2ID10209,12/1/2011 11:19,26,197.25
1,1141,1ID10210,12/1/2011 10:44,15,139.75
1,1141,1ID10210,12/1/2011 10:44,45,53.5
3,1011,3ID10211,12/1/2011 11:49,27,202
1,1142,1ID10212,12/1/2011 10:53,18,202
1,1142,1ID10212,12/1/2011 10:53,23,139.75
1,1142,1ID10212,12/1/2011 10:53,46,104.75
1,1142,1ID10212,12/1/2011 10:53,41,197
3,1143,3ID10213,12/1/2011 12:25,41,192
1,1144,1ID10214,12/1/2011 11:34,9,203.25
3,1145,3ID10215,12/1/2011 14:26,33,192.25
1,1146,1ID10216,12/1/2011 13:49,15,197
2,1147,2ID10217,12/1/2011 17:35,26,197.25
2,1147,2ID10217,12/1/2011 17:35,20,197.25
2,1148,2ID10218,12/1/2011 17:56,15,204.5
2,1148,2ID10218,12/1/2011 17:56,23,204.5
3,1149,3ID10219,12/1/2011 17:49,23,204.5
1,1012,1ID10220,12/1/2011 17:01,20,199.75
1,1012,1ID10220,12/1/2011 17:01,20,199.75
2,1150,2ID10221,12/1/2011 19:19,26,228.5
2,1151,2ID10222,12/1/2011 19:22,26,297.25
2,1152,2ID10223,12/1/2011 19:29,7,254.5
2,1153,2ID10224,12/1/2011 19:36,25,197.25
2,1153,2ID10224,12/1/2011 19:36,47,137.25
2,1153,2ID10224,12/1/2011 19:36,7,197.25
1,1154,1ID10225,12/1/2011 17:48,33,258.25
1,1154,1ID10225,12/1/2011 17:48,5,263.25
1,1155,1ID10226,12/1/2011 18:02,6,189.75
1,1155,1ID10226,12/1/2011 18:02,27,149.75
2,1156,2ID10227,13-01-2011 07:45,31,999.75
2,1156,2ID10227,13-01-2011 07:45,48,1124.75
3,1157,3ID10228,13-01-2011 09:37,18,142.25
3,1157,3ID10228,13-01-2011 09:37,18,142.25
3,1157,3ID10228,13-01-2011 09:37,11,147.25
3,1157,3ID10228,13-01-2011 09:37,15,137.25
2,1158,2ID10229,13-01-2011 11:10,33,197.25
2,1158,2ID10229,13-01-2011 11:10,29,18.75
3,1159,3ID10230,13-01-2011 10:47,2,87.25
3,1159,3ID10230,13-01-2011 10:47,25,187.25
3,1159,3ID10230,13-01-2011 10:47,27,147.25
2,1160,2ID10231,13-01-2011 11:53,11,147.25
2,1160,2ID10231,13-01-2011 11:53,11,147.25
2,1160,2ID10231,13-01-2011 11:53,11,147.25
2,1160,2ID10231,13-01-2011 11:53,11,147.25
2,1160,2ID10231,13-01-2011 11:53,11,147.25
2,1160,2ID10231,13-01-2011 11:53,5,197.25
1,1161,1ID10232,13-01-2011 10:20,17,184.75
1,1161,1ID10232,13-01-2011 10:20,6,139.75
1,1161,1ID10232,13-01-2011 10:20,18,202
1,1161,1ID10232,13-01-2011 10:20,43,139.75
3,1162,3ID10233,13-01-2011 11:44,5,252
1,1163,1ID10234,13-01-2011 10:53,8,139.75
1,1163,1ID10234,13-01-2011 10:53,15,139.75
1,1163,1ID10234,13-01-2011 10:53,27,149.75
1,1163,1ID10234,13-01-2011 10:53,27,149.75
3,1164,3ID10235,13-01-2011 11:57,20,252
1,1165,1ID10236,13-01-2011 11:00,1,202
3,1166,3ID10237,13-01-2011 12:01,23,192
1,1042,1ID10238,13-01-2011 11:19,4,189.75
1,1042,1ID10238,13-01-2011 11:19,29,18.75
1,1042,1ID10238,13-01-2011 11:19,13,184.75
1,1167,1ID10239,13-01-2011 11:35,6,139.75
1,1167,1ID10239,13-01-2011 11:35,20,199.75
1,1167,1ID10239,13-01-2011 11:35,16,189.75
1,1167,1ID10239,13-01-2011 11:35,23,139.75
1,1167,1ID10239,13-01-2011 11:35,16,208.5
1,1167,1ID10239,13-01-2011 11:35,49,179.75
1,1167,1ID10239,13-01-2011 11:35,25,189.75
1,1004,1ID10240,13-01-2011 11:36,34,197
1,1168,1ID10241,13-01-2011 12:40,6,197
2,1169,2ID10242,13-01-2011 16:06,9,147.25
2,1169,2ID10242,13-01-2011 16:06,9,147.25
2,1169,2ID10242,13-01-2011 16:06,18,147.25
2,1169,2ID10242,13-01-2011 16:06,27,147.25
3,1170,3ID10243,13-01-2011 16:13,50,187.25
3,1170,3ID10243,13-01-2011 16:13,50,206
3,1170,3ID10243,13-01-2011 16:13,50,206
1,1012,1ID10244,13-01-2011 17:03,20,199.75
1,1012,1ID10244,13-01-2011 17:03,20,199.75
3,1171,3ID10245,13-01-2011 19:17,7,187.25
3,1171,3ID10245,13-01-2011 19:17,33,211
2,1172,2ID10246,14-01-2011 11:29,4,197.25
2,1172,2ID10246,14-01-2011 11:29,24,197.25
2,1172,2ID10246,14-01-2011 11:29,8,204.5
2,1173,2ID10247,14-01-2011 12:35,25,197.25
3,1174,3ID10248,14-01-2011 13:16,16,187.25
3,1174,3ID10248,14-01-2011 13:16,25,187.25
1,1175,1ID10249,14-01-2011 12:39,20,199.75
1,1175,1ID10249,14-01-2011 12:39,33,194.75
1,1131,1ID10250,14-01-2011 13:03,6,197
2,1176,2ID10251,14-01-2011 16:58,2,97.25
2,1176,2ID10251,14-01-2011 16:58,24,147.25
2,1176,2ID10251,14-01-2011 16:58,37,147.25
2,1176,2ID10251,14-01-2011 16:58,23,147.25
2,1176,2ID10251,14-01-2011 16:58,9,147.25
2,1177,2ID10252,14-01-2011 18:49,20,260.75
2,1177,2ID10252,14-01-2011 18:49,20,260.75
2,1177,2ID10252,14-01-2011 18:49,22,27.25
1,1012,1ID10253,14-01-2011 17:22,20,199.75
1,1012,1ID10253,14-01-2011 17:22,20,199.75
1,1178,1ID10254,14-01-2011 17:35,13,248.25
1,1179,1ID10255,14-01-2011 18:09,26,194.75
1,1179,1ID10255,14-01-2011 18:09,28,189.75
1,1179,1ID10255,14-01-2011 18:09,40,27.25
3,1180,3ID10256,15-01-2011 09:53,1,142.25
3,1180,3ID10256,15-01-2011 09:53,1,197
2,1181,2ID10257,15-01-2011 12:10,1,147.25
2,1181,2ID10257,15-01-2011 12:10,27,159.75
2,1181,2ID10257,15-01-2011 12:10,9,147.25
2,1181,2ID10257,15-01-2011 12:10,18,147.25
2,1182,2ID10258,15-01-2011 12:40,32,31.25
2,1182,2ID10258,15-01-2011 12:40,20,228.5
1,1183,1ID10259,15-01-2011 11:23,6,139.75
1,1183,1ID10259,15-01-2011 11:23,18,144.75
2,1184,2ID10260,15-01-2011 13:37,14,247.25
1,1185,1ID10261,15-01-2011 12:08,6,139.75
1,1185,1ID10261,15-01-2011 12:08,6,197
2,1186,2ID10262,15-01-2011 14:24,36,106
2,1186,2ID10262,15-01-2011 14:24,8,204.5
2,1186,2ID10262,15-01-2011 14:24,16,260.75
2,1186,2ID10262,15-01-2011 14:24,27,147.25
2,1186,2ID10262,15-01-2011 14:24,12,106
2,1187,2ID10263,15-01-2011 15:24,16,260.75
2,1187,2ID10263,15-01-2011 15:24,13,260.75
1,1188,1ID10264,15-01-2011 14:08,18,157.25
1,1188,1ID10264,15-01-2011 14:08,28,189.75
1,1188,1ID10264,15-01-2011 14:08,33,194.75
1,1189,1ID10265,15-01-2011 16:03,9,139.75
1,1189,1ID10265,15-01-2011 16:03,7,253.25
1,1189,1ID10265,15-01-2011 16:03,20,263.25
1,1189,1ID10265,15-01-2011 16:03,20,263.25
2,1190,2ID10266,15-01-2011 18:57,6,147.25
2,1190,2ID10266,15-01-2011 18:57,20,197.25
2,1191,2ID10267,15-01-2011 20:30,1,178.5
2,1191,2ID10267,15-01-2011 20:30,23,147.25
1,1192,1ID10268,16-01-2011 08:07,31,999.75
1,1192,1ID10268,16-01-2011 08:07,31,999.75
1,1192,1ID10268,16-01-2011 08:07,31,999.75
2,1193,2ID10269,16-01-2011 10:34,5,197.25
2,1193,2ID10269,16-01-2011 10:34,5,197.25
2,1194,2ID10270,16-01-2011 11:58,17,254.5
2,1194,2ID10270,16-01-2011 11:58,8,204.5
3,1195,3ID10271,16-01-2011 11:15,9,137.25
3,1195,3ID10271,16-01-2011 11:15,9,137.25
3,1196,3ID10272,16-01-2011 11:25,1,197
3,1197,3ID10273,16-01-2011 11:27,15,198.25
2,1002,2ID10274,16-01-2011 12:51,20,254.5
2,1002,2ID10274,16-01-2011 12:51,2,97.25
3,1198,3ID10275,16-01-2011 12:01,15,192
3,1198,3ID10275,16-01-2011 12:01,9,137.25
3,1074,3ID10276,16-01-2011 12:26,40,27.25
3,1074,3ID10276,16-01-2011 12:26,20,197.25
3,1044,3ID10277,16-01-2011 12:37,35,206
2,1199,2ID10278,16-01-2011 15:30,5,197.25
2,1199,2ID10278,16-01-2011 15:30,26,197.25
1,1200,1ID10279,16-01-2011 14:16,5,263.25
1,1200,1ID10279,16-01-2011 14:16,22,29.75
1,1200,1ID10279,16-01-2011 14:16,25,253.25
3,1201,3ID10280,16-01-2011 15:44,16,242
3,1202,3ID10281,16-01-2011 16:27,5,197.25
3,1202,3ID10281,16-01-2011 16:27,22,27.25
3,1202,3ID10281,16-01-2011 16:27,51,87.25
3,1202,3ID10281,16-01-2011 16:27,33,192.25
2,1203,2ID10282,16-01-2011 17:48,28,197.25
